communityname;state;countyCode;communityCode;fold;population;householdsize;racepctblack;racePctWhite;racePctAsian;racePctHisp;agePct12t21;agePct12t29;agePct16t24;agePct65up;numbUrban;pctUrban;medIncome;pctWWage;pctWFarmSelf;pctWInvInc;pctWSocSec;pctWPubAsst;pctWRetire;medFamInc;perCapInc;whitePerCap;blackPerCap;indianPerCap;AsianPerCap;OtherPerCap;HispPerCap;NumUnderPov;PctPopUnderPov;PctLess9thGrade;PctNotHSGrad;PctBSorMore;PctUnemployed;PctEmploy;PctEmplManu;PctEmplProfServ;PctOccupManu;PctOccupMgmtProf;MalePctDivorce;MalePctNevMarr;FemalePctDiv;TotalPctDiv;PersPerFam;PctFam2Par;PctKids2Par;PctYoungKids2Par;PctTeen2Par;PctWorkMomYoungKids;PctWorkMom;NumKidsBornNeverMar;PctKidsBornNeverMar;NumImmig;PctImmigRecent;PctImmigRec5;PctImmigRec8;PctImmigRec10;PctRecentImmig;PctRecImmig5;PctRecImmig8;PctRecImmig10;PctSpeakEnglOnly;PctNotSpeakEnglWell;PctLargHouseFam;PctLargHouseOccup;PersPerOccupHous;PersPerOwnOccHous;PersPerRentOccHous;PctPersOwnOccup;PctPersDenseHous;PctHousLess3BR;MedNumBR;HousVacant;PctHousOccup;PctHousOwnOcc;PctVacantBoarded;PctVacMore6Mos;MedYrHousBuilt;PctHousNoPhone;PctWOFullPlumb;OwnOccLowQuart;OwnOccMedVal;OwnOccHiQuart;OwnOccQrange;RentLowQ;RentMedian;RentHighQ;RentQrange;MedRent;MedRentPctHousInc;MedOwnCostPctInc;MedOwnCostPctIncNoMtg;NumInShelters;NumStreet;PctForeignBorn;PctBornSameState;PctSameHouse85;PctSameCity85;PctSameState85;LemasSwornFT;LemasSwFTPerPop;LemasSwFTFieldOps;LemasSwFTFieldPerPop;LemasTotalReq;LemasTotReqPerPop;PolicReqPerOffic;PolicPerPop;RacialMatchCommPol;PctPolicWhite;PctPolicBlack;PctPolicHisp;PctPolicAsian;PctPolicMinor;OfficAssgnDrugUnits;NumKindsDrugsSeiz;PolicAveOTWorked;LandArea;PopDens;PctUsePubTrans;PolicCars;PolicOperBudg;LemasPctPolicOnPatr;LemasGangUnitDeploy;LemasPctOfficDrugUn;PolicBudgPerPop;murders;murdPerPop;rapes;rapesPerPop;robberies;robbbPerPop;assaults;assaultPerPop;burglaries;burglPerPop;larcenies;larcPerPop;autoTheft;autoTheftPerPop;arsons;arsonsPerPop;ViolentCrimesPerPop;nonViolPerPop
Greenfieldtown;MA;11;27025;2;18666;lut.43;0,85;97,55;0,90;43101,00;12389,00;24,46;25143,00;15,81;0,00;0,00;26680,00;72,83;0,47;43,78;33,12;18963,00;17,95;35356,00;13693,00;13826,00;6434,00;15705,00;7805,00;4102,00;24412,00;2145,00;34274,00;43805,00;19,67;17,88;33359,00;59,45;14,93;31,68;31017,00;26,34;18203,00;31,93;15,13;13,48;35462,00;64,83;64,84;73,40;63,99;60,41;69,46;432,00;36192,00;415,00;13,49;27,71;43708,00;43708,00;0,30;0,62;0,69;0,69;94,63;0,48;43468,00;31413,00;12086,00;43618,00;2,00;61,26;43647,00;49,20;3,00;386,00;95,22;54,91;0,52;30,57;1942,00;11780,00;0,36;87900,00;110300,00;136700,00;48800,00;279,00;386,00;470,00;191,00;455,00;43704,00;43638,00;43537,00;21,00;1,00;44593,00;71,11;52,70;83,39;90,60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43607,00;829,10;0,74;NA;NA;NA;NA;0,00;NA;0,00;0,00;17,00;89,76;15,00;79,20;286,00;1510,03;205,00;1082,37;517,00;2729,67;55,00;290,39;0,00;0,00;1678,99;4102,4
LakeWorthcity;FL;NA;NA;6;28564;lut.27;14,91;80,51;0,88;15,71;43565,00;43608,00;36434,00;43727,00;28564,00;100,00;21665,00;66,24;0,00;38,37;38,38;16893,00;18,47;25010,00;12130,00;13541,00;6190,00;9748,00;8723,00;6524,00;7767,00;4753,00;43694,00;14,15;32,90;18963,00;23498,00;55,43;42522,00;22,25;44501,00;17,85;43784,00;31,75;15,33;15,22;32174,00;62,69;57,78;60,93;64,64;60,57;65,87;1201,00;30072,00;5824,00;15,13;29,14;41,69;55,48;43680,00;34455,00;43593,00;11628,00;71,53;42948,00;27515,00;44986,00;44228,00;43498,00;44593,00;55,33;28672,00;78,33;2,00;3067,00;80,38;55,57;16862,00;29,74;1962,00;31959,00;0,29;52100,00;66900,00;88300,00;36200,00;327,00;387,00;450,00;123,00;453,00;43553,00;24,00;43658,00;0,00;23,00;20,39;20,17;42,80;74,38;78,35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43682,00;4911,30;43801,00;NA;NA;NA;NA;0,00;NA;6,00;18,74;11,00;34,36;205,00;640,26;316,00;986,94;1046,00;3266,91;2529,00;7898,68;412,00;1286,78;0,00;0,00;1680,30;12452,4
Jacksonvillecity;FL;31;NA;8;672971;lut.62;24,35;72,75;33604,00;21217,00;13,82;28,77;13,88;28004,00;664899,00;98,80;28513,00;80,64;0,47;33,84;23,41;12206,00;15,21;33548,00;13857,00;15833,00;8114,00;11393,00;14150,00;8939,00;11306,00;83815,00;29921,00;46204,00;23,13;18,39;43501,00;65,89;42248,00;20,61;16041,00;43521,00;23712,00;29,38;43601,00;14,64;43468,00;69,79;64,73;78,04;71,52;62,69;69,91;21097,00;12875,00;23310,00;15281,00;19,79;43735,00;35,26;0,40;0,69;0,97;44562,00;93,55;0,69;23102,00;43525,00;19756,00;24139,00;13181,00;64,77;12145,00;45,81;3,00;27428,00;90,37;61,98;31929,00;35,74;1969,00;42156,00;0,40;45700,00;64000,00;89900,00;44200,00;266,00;355,00;441,00;175,00;431,00;43641,00;43636,00;43567,00;665,00;155,00;16862,00;46,39;46,33;75,84;81,96;1181,00;173,89;1043,00;153,57;679003,00;99978,60;574,90;173,90;91,63;81,12;17,53;43466,00;0,25;18,88;36,00;9,00;422,00;801,70;839,40;23774,00;1133,00;101951184,00;88,31;0,00;43588,00;150116,30;125,00;18,41;699,00;102,92;3604,00;530,66;6989,00;1029,08;15127,00;2227,35;31936,00;4702,36;9033,00;1330,05;387,00;56,98;1681,08;8316,7
Indianapoliscity;IN;97;NA;10;741952;02.maj;22,38;76,08;0,94;43586,00;13,13;28,49;43812,00;12693,00;741952,00;100,00;29083,00;80,77;0,62;37,33;43823,00;43471,00;15,21;35039,00;14605,00;16222,00;9166,00;10636,00;15880,00;8857,00;10625,00;90608,00;17502,00;34851,00;23,46;21,87;21306,00;65,60;15,86;23,44;13,81;27,22;28460,00;43555,00;16,24;14,63;43649,00;66,06;61,88;75,27;66,89;67,45;73,22;33455,00;43622,00;14188,00;14,97;21,58;27,95;35,52;0,29;0,41;0,53;0,68;95,61;0,55;5,00;45717,00;16834,00;24504,00;43132,00;61,69;17199,00;52,98;2,00;28233,00;91,30;56,84;25508,00;34,66;1962,00;43621,00;0,33;39200,00;61100,00;88800,00;49600,00;262,00;343,00;428,00;166,00;409,00;43548,00;43633,00;43536,00;563,00;137,00;33239,00;69,53;47,61;82,54;90,90;1006,00;269,00;793,00;212,05;984719,00;263312,91;978,80;269,00;92,59;83,50;15,81;0,70;0,00;43601,00;43,00;14,00;77,50;380,00;1952,40;44986,00;417,00;56479836,00;78,83;5,00;46478,00;151026,50;68,00;18,18;517,00;138,25;2050,00;548,17;3657,00;977,88;7629,00;2039,99;14383,00;3846,00;5226,00;1397,43;246,00;65,78;1682,47;7349,2
Pueblocity;CO;NA;NA;10;98640;lut.57;43132,00;82,95;0,63;39,51;14,19;25,22;13119,00;14,32;98640,00;100,00;20501,00;67,49;0,48;32,10;31,41;17502,00;23,25;24997,00;10168,00;10872,00;6901,00;6879,00;9397,00;6537,00;7040,00;20778,00;21,65;43800,00;26,79;13,77;46997,00;49,54;43812,00;29,22;15,46;43578,00;23712,00;28,72;15,24;43510,00;43649,00;64,25;60,53;65,20;68,41;54,21;63,38;3248,00;27454,00;2234,00;13,65;18,53;23,63;27,62;0,31;0,42;0,54;0,63;81,47;26299,00;33329,00;15036,00;43587,00;21217,00;13181,00;66,74;26724,00;51,39;2,00;2538,00;93,79;64,81;43504,00;52,92;1957,00;15493,00;0,29;36300,00;48700,00;66200,00;29900,00;172,00;250,00;325,00;153,00;303,00;43493,00;43697,00;43658,00;92,00;56,00;46054,00;68,27;56,18;85,83;92,32;167,00;162,18;151,00;146,64;100000,00;97114,70;598,80;162,20;99,40;79,64;0,00;19,76;0,00;19,76;5,00;2,00;39,70;37,20;2651,90;43770,00;59,00;8316328,00;90,42;10,00;36192,00;80763,80;9,00;27242,00;87,00;84,49;165,00;160,24;1474,00;1431,47;1337,00;1298,42;3640,00;3534,98;304,00;295,23;56,00;54,38;1684,94;5183,0
Clearlakecity;CA;NA;NA;1;11804;lut.28;12875,00;91,05;43617,00;25324,00;32782,00;18,64;25051,00;23,42;0,00;0,00;16600,00;48,41;0,10;26,22;49,60;22,96;23,99;20998,00;9531,00;9679,00;7842,00;7370,00;9129,00;7763,00;5860,00;2595,00;22,15;22920,00;38,79;46143,00;43689,00;34,84;28915,00;21,69;43600,00;17,56;16,84;19,44;18,56;17,75;43679,00;55,92;50,72;48,36;80,37;51,14;55,79;257,00;12451,00;373,00;22282,00;31260,00;15,28;16,89;0,05;0,28;0,48;0,53;94,94;0,19;19450,00;31444,00;46419,00;42036,00;17930,00;62,24;18780,00;78,10;2,00;2136,00;70,80;65,59;11324,00;57,40;1971,00;15250,00;0,49;51000,00;68200,00;94600,00;43600,00;251,00;323,00;394,00;143,00;437,00;34,00;43490,00;43630,00;6,00;25,00;42430,00;58,06;40,94;66,21;93,29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43656,00;1101,90;0,57;NA;NA;NA;NA;0,00;NA;1,00;23193,00;11,00;83,97;18,00;137,40;191,00;1458,02;461,00;3519,08;598,00;4564,89;76,00;580,15;13,00;99,24;1687,02;8763,4
Jacksoncity;TN;NA;NA;10;48949;lut.55;40,25;59,13;0,44;0,53;43481,00;28,66;15,45;13,55;48949,00;100,00;21063,00;73,89;0,79;29,84;43616,00;29891,00;43631,00;26466,00;11268,00;14703,00;6238,00;11620,00;11791,00;4393,00;9400,00;9796,00;20,97;13,33;32,56;43816,00;43714,00;57,50;20,79;25,97;17,83;24,26;43507,00;31,68;15,26;13,47;43468,00;57,04;51,56;62,40;57,99;68,41;74,04;3441,00;24685,00;327,00;49,24;51,99;53,52;58,41;0,33;0,35;0,36;0,39;97,77;0,41;43650,00;28157,00;15738,00;19756,00;47150,00;58,38;19391,00;47,95;3,00;1533,00;92,61;55,91;13516,00;27,14;1965,00;35947,00;0,22;34600,00;50600,00;70300,00;35700,00;145,00;240,00;316,00;171,00;334,00;25,00;43636,00;43509,00;17,00;0,00;0,67;77,24;48,33;80,23;91,22;136,00;247,58;123,00;223,92;34614,00;63013,60;254,50;247,60;78,25;80,88;43818,00;0,00;0,00;43818,00;0,00;6,00;71,50;41,80;1170,80;24473,00;80,00;6877907,00;90,44;10,00;0,00;125209,90;19,00;34,59;33,00;60,08;247,00;449,66;630,00;1146,89;1264,00;2301,07;3475,00;6326,12;287,00;522,47;35,00;63,72;1691,21;9213,4
Knoxvillecity;TN;NA;NA;1;165121;lut.36;15,78;82,73;43556,00;0,67;16,31;32,25;18,75;13,77;165121,00;100,00;19923,00;72,35;0,54;34,70;30,68;25447,00;15,24;26131,00;12108,00;13169,00;6838,00;8519,00;8899,00;5971,00;11800,00;32189,00;43697,00;21885,00;29,21;21,73;43776,00;55,40;30286,00;29,18;14,23;43643,00;43435,00;37,00;15,95;14,23;32174,00;62,09;57,18;75,41;64,48;59,22;65,69;5720,00;29677,00;3274,00;36,01;44,26;55,62;61,91;0,71;0,88;43466,00;44927,00;96,24;0,48;42064,00;31413,00;43498,00;43557,00;43467,00;54,26;47150,00;59,26;2,00;6480,00;91,52;49,86;43562,00;33,72;1960,00;14032,00;0,28;35900,00;49800,00;69600,00;33700,00;187,00;261,00;343,00;156,00;332,00;43611,00;43575,00;43629,00;354,00;130,00;35796,00;69,57;47,86;77,77;87,92;302,00;175,62;281,00;163,41;253782,00;147582,00;840,30;175,60;87,37;95,36;23468,00;0,00;0,00;23468,00;31,00;8,00;41,30;80,00;2063,30;33970,00;328,00;16259984,00;93,05;0,00;46296,00;94556,80;14,00;41852,00;102,00;59,32;596,00;346,59;2200,00;1279,37;2817,00;1638,17;6027,00;3504,88;1609,00;935,68;173,00;100,60;1693,42;6179,3
Fitchburgcity;MA;27;23875;8;41194;lut.68;15766,00;89,45;20852,00;22525,00;15,66;30,45;16,59;13,47;41194,00;100,00;27101,00;71,23;0,58;36,85;32,81;15311,00;17,91;33357,00;12140,00;12784,00;7389,00;10473,00;6063,00;5970,00;5287,00;5461,00;14,00;13,49;31,18;13,13;43709,00;56,20;26,86;23,23;19,52;43518,00;45901,00;35,55;43567,00;27668,00;43772,00;65,98;62,73;70,62;69,97;52,76;64,21;1745,00;13636,00;3145,00;23255,00;43723,00;23,82;30,43;0,74;44197,00;29952,00;11720,00;80,72;30742,00;46874,00;21610,00;19756,00;43648,00;14277,00;51,35;21610,00;54,28;2,00;1302,00;92,19;48,27;36312,00;37,63;1939,00;28581,00;0,70;102000,00;124000,00;148200,00;46200,00;281,00;431,00;522,00;241,00;521,00;43582,00;43546,00;43479,00;19,00;24,00;23193,00;71,89;51,77;81,19;89,83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43705,00;1432,30;23743,00;NA;NA;NA;NA;0,00;NA;1,00;25965,00;38,00;102,91;83,00;224,77;506,00;1370,31;685,00;1855,06;1050,00;2843,52;207,00;560,58;12,00;32,50;1700,70;5291,7
Bellflowercity;CA;NA;NA;8;61815;02.lip;46539,00;69,77;43718,00;43731,00;28460,00;28,98;13,71;30560,00;61815,00;100,00;32711,00;81,27;0,25;43738,00;43637,00;46631,00;36130,00;37026,00;14304,00;15614,00;12758,00;13154,00;12707,00;9164,00;9665,00;5862,00;22890,00;34912,00;27,66;35735,00;32264,00;64,54;23,63;43664,00;17,31;20,36;13,81;32,19;17,89;15,91;44256,00;66,62;63,25;76,54;71,24;57,89;66,57;2273,00;42491,00;11741,00;43698,00;34,01;42,25;53,34;41730,00;16954,00;43504,00;41548,00;71,60;19876,00;43592,00;42125,00;24504,00;26330,00;23043,00;40,38;43691,00;71,30;2,00;1212,00;94,97;39,56;20821,00;14,69;1961,00;43588,00;0,71;160100,00;195200,00;240600,00;80500,00;477,00;581,00;702,00;225,00;630,00;43612,00;25,00;43656,00;0,00;0,00;18,99;49,71;41,27;82,98;88,15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43530,00;9811,90;17930,00;NA;NA;NA;NA;0,00;NA;4,00;35551,00;28,00;41,79;383,00;571,62;729,00;1088,03;910,00;1358,17;1454,00;2170,08;1137,00;1696,96;22,00;32,83;1707,41;5258,1
Douglascity;GA;NA;NA;3;10464;lut.74;44,43;54,58;0,66;0,76;43633,00;27,81;14,74;43689,00;0,00;0,00;19038,00;68,45;43498,00;22,26;31,34;18,58;23712,00;22470,00;11543,00;15502,00;6466,00;0,00;34228,00;6933,00;9080,00;2639,00;26,24;15,48;38,02;15,86;26146,00;53,51;26,14;23,16;43639,00;21,36;32782,00;32,25;43482,00;14,42;42795,00;52,31;44,61;55,47;53,41;59,03;67,56;805,00;15189,00;132,00;0,00;22555,00;26,52;32,58;0,00;0,13;0,33;0,41;97,66;0,17;43530,00;11780,00;22678,00;23043,00;43618,00;61,89;18780,00;39,56;3,00;410,00;90,31;61,67;0,49;41,46;1971,00;16,75;0,71;34000,00;47300,00;72400,00;38400,00;100,00;188,00;258,00;158,00;276,00;43522,00;43515,00;43511,00;0,00;0,00;46023,00;82,00;52,00;80,72;91,45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,00;873,50;0,00;NA;NA;NA;NA;0,00;NA;3,00;25,61;3,00;25,61;19,00;162,17;177,00;1510,75;432,00;3687,27;986,00;8415,84;62,00;529,19;4,00;34,14;1724,14;12666,4
NewBraunfelscity;TX;NA;NA;4;27334;lut.73;46023,00;85,47;0,34;34,76;14,16;43641,00;43070,00;15,71;0,00;0,00;26409,00;72,16;29587,00;43,65;34,37;26785,00;17,51;31085,00;11777,00;12647,00;9876,00;12943,00;7110,00;6114,00;6506,00;3960,00;14,93;43603,00;31,59;18,53;34090,00;56,78;18,22;24,48;15,94;25,91;17380,00;43640,00;26969,00;44835,00;42795,00;76,73;71,92;88,74;78,21;63,79;71,98;197,00;0,86;1362,00;22890,00;22,69;31,35;41,92;0,48;41275,00;20455,00;43710,00;64,66;27485,00;22798,00;31503,00;24139,00;25235,00;43618,00;64,55;16984,00;54,41;2,00;1068,00;90,35;63,77;31778,00;30,62;1971,00;46600,00;0,70;44600,00;65500,00;91100,00;46500,00;257,00;341,00;404,00;147,00;420,00;43612,00;43486,00;43628,00;16,00;12,00;36251,00;75,82;54,42;75,96;95,19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43581,00;1037,30;0,00;NA;NA;NA;NA;0,00;NA;1,00;42064,00;5,00;15,75;22,00;69,32;520,00;1638,36;264,00;831,78;1302,00;4102,21;105,00;330,82;9,00;28,36;1726,58;5293,2
Pleasantvillecity;NJ;1;59640;7;16027;lut.72;55,07;36,34;30317,00;19998,00;13,27;43737,00;13,36;35004,00;16027,00;100,00;30037,00;79,69;0,22;22,67;43704,00;15554,00;43723,00;34380,00;12545,00;13657,00;12319,00;13292,00;9660,00;8810,00;8907,00;1874,00;43536,00;11628,00;33,85;44531,00;21398,00;62,92;18749,00;18,15;32448,00;17,92;43782,00;40,33;15,93;14,65;47178,00;52,86;45,56;59,08;50,06;68,48;73,54;1810,00;14,36;1021,00;13,42;20,96;32,03;40,94;0,85;12420,00;43557,00;22313,00;84,27;23774,00;22555,00;27546,00;23774,00;30348,00;15738,00;59,28;19146,00;57,58;2,00;866,00;87,19;55,52;21429,00;53,35;1958,00;44409,00;44197,00;60400,00;74200,00;91600,00;31200,00;395,00;525,00;618,00;223,00;625,00;28,00;43639,00;43725,00;0,00;0,00;13667,00;58,96;52,30;82,43;89,02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,00;2663,90;14,26;NA;NA;NA;NA;0,00;NA;3,00;17,48;12,00;69,93;91,00;530,27;191,00;1112,99;325,00;1893,83;553,00;3222,42;58,00;337,98;12,00;69,93;1730,67;5524,2
Dallascity;TX;NA;NA;1;1006877;02.maj;43614,00;55,30;43132,00;20,88;13,17;43555,00;14,35;26512,00;1006831,00;100,00;27489,00;82,88;0,86;34,27;19,32;28246,00;31291,00;31925,00;16300,00;22898,00;8444,00;10048,00;12628,00;6433,00;7093,00;177790,00;17,97;12024,00;26,55;43826,00;15888,00;65,59;43479,00;43575,00;13,63;28,29;13,17;37,01;17,88;15,58;45352,00;63,68;57,49;75,51;64,88;61,35;67,59;49587,00;46935,00;125862,00;15,56;27,63;41,44;58,20;34335,00;16497,00;43221,00;46569,00;77,83;41426,00;41518,00;15462,00;16834,00;43648,00;46784,00;48,31;28004,00;65,16;2,00;63540,00;86,35;44,10;12024,00;33,53;1968,00;43504,00;0,57;50600,00;78800,00;137200,00;86600,00;307,00;375,00;469,00;162,00;426,00;43520,00;43486,00;13,00;1200,00;293,00;43597,00;59,50;44,14;79,44;88,73;2635,00;252,86;2083,00;199,89;1532490,00;147059,59;581,60;252,90;77,00;77,27;15,48;44713,00;0,00;16,43;90,00;9,00;98,70;354,70;2838,40;24990,00;895,00;152097264,00;79,05;5,00;15401,00;145954,30;317,00;30,42;1000,00;95,96;7420,00;712,03;9439,00;905,78;20975,00;2012,79;54183,00;5199,46;17465,00;1675,96;1324,00;127,05;1744,19;9015,3
Greenvillecity;SC;NA;NA;2;58282;lut.42;35,16;63,62;0,85;43556,00;15,36;30,22;16,48;14,26;58282,00;100,00;23963,00;75,37;0,51;36,16;30,91;14458,00;35735,00;30997,00;14708,00;19067,00;6959,00;5699,00;8344,00;10162,00;9671,00;9605,00;17,72;45597,00;27,54;43553,00;24593,00;61,42;17,85;29,27;15,33;30,15;15311,00;37,72;15,00;13,85;36192,00;55,39;49,96;61,42;55,60;63,90;72,06;3926,00;42248,00;1170,00;23,85;43646,00;40,00;47,18;0,48;0,61;0,80;0,95;96,24;0,48;43650,00;28887,00;45689,00;12816,00;42401,00;48,94;33635,00;58,59;2,00;2352,00;91,11;46,79;45108,00;30,23;1958,00;43594,00;0,73;46600,00;68700,00;108400,00;61800,00;153,00;274,00;389,00;236,00;367,00;43669,00;43665,00;43628,00;119,00;1,00;43467,00;63,87;46,79;76,67;82,52;256,00;426,99;248,00;413,64;134852,00;224922,00;526,80;427,00;76,76;80,29;13,14;0,00;0,00;13,14;124,00;8,00;43467,00;26,00;2241,30;13181,00;221,00;8043305,00;96,88;0,00;48,44;134155,70;9,00;43480,00;38,00;63,38;254,00;423,65;752,00;1254,27;842,00;1404,39;4126,00;6881,83;360,00;600,45;26,00;43,37;1756,32;8930,0
Galvestoncity;TX;NA;NA;9;59070;lut.45;43614,00;61,48;12816,00;21,41;13,26;28,27;13,17;42339,00;58295,00;98,68;20825,00;74,93;0,72;29,18;25,87;16681,00;13,24;25559,00;12399,00;15492,00;6846,00;7083,00;13490,00;8018,00;7922,00;13891,00;24,24;13,74;29,99;43698,00;34182,00;57,14;28976,00;39,33;43566,00;43583,00;14,85;34,73;43633,00;16,29;43468,00;57,24;51,45;68,53;54,95;62,21;70,24;3215,00;42186,00;4555,00;20790,00;18,62;27,18;42,46;0,97;16072,00;43467,00;46447,00;80,17;41334,00;28246,00;17958,00;13547,00;17199,00;47150,00;43,84;43471,00;69,03;2,00;6741,00;78,18;41,96;21002,00;44,43;1959,00;28034,00;0,78;39900,00;57200,00;83900,00;44000,00;211,00;309,00;399,00;188,00;381,00;43492,00;43666,00;43630,00;106,00;37,00;26115,00;67,04;48,74;80,57;91,87;163,00;270,14;157,00;260,20;75664,00;125398,20;464,20;270,10;89,70;71,17;43566,00;15,95;44927,00;28,22;7,00;8,00;124,10;47,80;1235,10;46447,00;80,00;9952229,00;96,32;10,00;47209,00;164938,59;24,00;39,78;56,00;92,81;296,00;490,56;684,00;1133,60;975,00;1615,87;3844,00;6370,67;771,00;1277,78;60,00;99,44;1756,74;9363,8
SouthMiamicity;FL;NA;NA;8;10404;lut.52;29,58;66,80;28491,00;23,76;13089,00;43610,00;33909,00;43567,00;10404,00;100,00;31741,00;79,28;43466,00;37,73;23,73;43252,00;13,47;39358,00;17028,00;21486,00;7386,00;13525,00;20328,00;6355,00;14316,00;1534,00;14,79;45108,00;20,85;43677,00;18019,00;64,47;18080,00;34,65;43282,00;36,19;47453,00;37,74;16,34;14,39;44986,00;63,68;52,06;65,04;65,78;60,86;67,26;725,00;19238,00;2380,00;10,00;13,15;25,13;33,66;47150,00;43468,00;27515,00;43653,00;70,11;34425,00;19603,00;27881,00;19025,00;26696,00;43497,00;65,94;24685,00;53,15;2,00;217,00;95,01;60,86;36100,00;30,41;1958,00;27791,00;0,25;77600,00;106700,00;146500,00;68900,00;338,00;421,00;506,00;168,00;485,00;43584,00;43730,00;43599,00;0,00;0,00;22,88;36,65;57,52;84,66;86,69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43557,00;4371,40;43623,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;3,00;43523,00;96,00;870,43;95,00;861,37;344,00;3119,05;683,00;6192,76;179,00;1622,99;2,00;18,13;1759,00;10952,9
Lynncity;MA;9;37490;8;81245;lut.57;43624,00;83,06;43649,00;42248,00;20790,00;26,65;25538,00;13,46;81245,00;100,00;28553,00;70,86;0,28;33,78;43495,00;43568,00;43663,00;35830,00;13026,00;14184,00;9338,00;8366,00;6110,00;5265,00;6338,00;12756,00;15,91;43506,00;26,81;14,33;12663,00;57,14;43607,00;22,71;43631,00;21,71;43374,00;37,77;13,68;43567,00;44256,00;61,08;57,28;66,21;65,62;56,75;63,55;3900,00;46174,00;11237,00;43575,00;33,76;45,57;54,84;28157,00;24563,00;43530,00;21367,00;79,37;16558,00;35582,00;17258,00;19391,00;29618,00;47150,00;51,31;46844,00;62,17;2,00;3116,00;91,01;46,20;26390,00;28,34;1939,00;44682,00;0,71;115100,00;139200,00;163600,00;48500,00;310,00;507,00;633,00;323,00;574,00;43584,00;43548,00;43722,00;202,00;164,00;13,83;73,81;55,72;83,60;90,25;152,00;192,64;143,00;181,23;64100,00;81238,00;421,70;192,60;93,59;89,47;45474,00;47178,00;0,00;19633,00;6,00;11,00;384,20;43507,00;7251,70;33817,00;56,00;9023344,00;94,08;10,00;34759,00;114358,50;8,00;41913,00;19,00;43701,00;371,00;470,19;994,00;1259,76;1824,00;2311,67;2301,00;2916,20;1564,00;1982,16;0,00;0,00;1764,17;7210,0
Hendersoncity;NC;NA;NA;1;15655;02.cze;52,88;46,59;0,19;0,54;14,42;43734,00;34669,00;43511,00;0,00;0,00;18499,00;75,00;0,69;43489,00;34,68;13,17;14,45;21753,00;10912,00;15763,00;6624,00;2500,00;34000,00;5120,00;6614,00;3699,00;43670,00;43698,00;43,91;33909,00;33420,00;57,23;32,28;20,54;43674,00;19,28;20394,00;33,05;43632,00;14,13;43468,00;49,68;42,97;50,51;49,82;66,97;75,86;1450,00;19603,00;181,00;43627,00;26,52;26,52;37,02;0,13;0,31;0,31;0,43;96,90;0,68;11475,00;43559,00;19756,00;16834,00;23043,00;50,62;43590,00;46,78;3,00;429,00;93,34;52,29;43712,00;45,45;1960,00;22616,00;16438,00;33800,00;50800,00;74400,00;40600,00;116,00;180,00;249,00;133,00;316,00;43614,00;43603,00;43721,00;0,00;0,00;42005,00;81,21;57,15;86,06;91,66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43531,00;2134,00;0,11;NA;NA;NA;NA;0,00;NA;6,00;36,77;3,00;18,38;73,00;447,33;207,00;1268,46;628,00;3848,28;1125,00;6893,80;102,00;625,04;10,00;61,28;1770,94;11428,4
Pariscity;TX;NA;NA;2;24699;lut.52;43821,00;75,92;0,56;42370,00;14,38;25,52;13,48;17,32;0,00;0,00;18743,00;64,84;15707,00;27,22;37,27;43781,00;16,49;23486,00;10038,00;11365,00;5690,00;10716,00;5264,00;7088,00;10583,00;6042,00;25,43;43631,00;34,74;14,37;43593,00;49,81;43668,00;27,28;20,96;22,35;43719,00;25,73;14,51;13,34;43527,00;64,79;58,47;70,02;74,31;59,89;69,10;1071,00;33695,00;334,00;34,43;54,19;69,76;78,74;0,47;0,73;0,94;43617,00;96,89;0,46;11414,00;33270,00;15738,00;13547,00;18660,00;57,99;25993,00;50,08;2,00;1385,00;87,62;59,31;43770,00;50,40;1965,00;24777,00;0,73;22900,00;37100,00;58200,00;35300,00;175,00;261,00;325,00;150,00;340,00;43706,00;43482,00;43479,00;7,00;0,00;12785,00;78,50;55,03;82,71;93,72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43524,00;876,60;0,00;NA;NA;NA;NA;0,00;NA;3,00;36465,00;21,00;83,96;42,00;167,92;380,00;1519,27;552,00;2206,94;1725,00;6896,69;140,00;559,73;14,00;55,97;1783,14;9719,3
